codigo;nome;periodo;carga;submercado
19;BARRA 19;33;2.941176471;1
20;BARRA 20;33;2.941176471;1
21;BARRA 21;33;0;1
22;BARRA 22;33;0;1
23;BARRA 23;33;0;1
24;BARRA 24;33;0;1
1;BARRA 1;34;2.941176471;1
2;BARRA 2;34;2.941176471;1
3;BARRA 3;34;2.941176471;1
4;BARRA 4;34;2.941176471;1
5;BARRA 5;34;2.941176471;1
6;BARRA 6;34;2.941176471;1
7;BARRA 7;34;2.941176471;1
8;BARRA 8;34;2.941176471;1
9;BARRA 9;34;2.941176471;1
10;BARRA 10;34;2.941176471;1
11;BARRA 11;34;0;1
12;BARRA 12;34;0;1
13;BARRA 13;34;2.941176471;1
14;BARRA 14;34;2.941176471;1
15;BARRA 15;34;2.941176471;1
16;BARRA 16;34;2.941176471;1
17;BARRA 17;34;0;1
18;BARRA 18;34;2.941176471;1
19;BARRA 19;34;2.941176471;1
20;BARRA 20;34;2.941176471;1
21;BARRA 21;34;0;1
22;BARRA 22;34;0;1
23;BARRA 23;34;0;1
24;BARRA 24;34;0;1
1;BARRA 1;35;2.941176471;1
2;BARRA 2;35;2.941176471;1
3;BARRA 3;35;2.941176471;1
4;BARRA 4;35;2.941176471;1
5;BARRA 5;35;2.941176471;1
6;BARRA 6;35;2.941176471;1
7;BARRA 7;35;2.941176471;1
8;BARRA 8;35;2.941176471;1
9;BARRA 9;35;2.941176471;1
10;BARRA 10;35;2.941176471;1
11;BARRA 11;35;0;1
12;BARRA 12;35;0;1
13;BARRA 13;35;2.941176471;1
14;BARRA 14;35;2.941176471;1
15;BARRA 15;35;2.941176471;1
16;BARRA 16;35;2.941176471;1
17;BARRA 17;35;0;1
18;BARRA 18;35;2.941176471;1
19;BARRA 19;35;2.941176471;1
20;BARRA 20;35;2.941176471;1
21;BARRA 21;35;0;1
22;BARRA 22;35;0;1
23;BARRA 23;35;0;1
24;BARRA 24;35;0;1
1;BARRA 1;36;2.941176471;1
2;BARRA 2;36;2.941176471;1
3;BARRA 3;36;2.941176471;1
4;BARRA 4;36;2.941176471;1
5;BARRA 5;36;2.941176471;1
6;BARRA 6;36;2.941176471;1
7;BARRA 7;36;2.941176471;1
8;BARRA 8;36;2.941176471;1
9;BARRA 9;36;2.941176471;1
10;BARRA 10;36;2.941176471;1
11;BARRA 11;36;0;1
12;BARRA 12;36;0;1
13;BARRA 13;36;2.941176471;1
14;BARRA 14;36;2.941176471;1
15;BARRA 15;36;2.941176471;1
16;BARRA 16;36;2.941176471;1
17;BARRA 17;36;0;1
18;BARRA 18;36;2.941176471;1
19;BARRA 19;36;2.941176471;1
20;BARRA 20;36;2.941176471;1
21;BARRA 21;36;0;1
22;BARRA 22;36;0;1
23;BARRA 23;36;0;1
24;BARRA 24;36;0;1
1;BARRA 1;37;2.882352941;1
2;BARRA 2;37;2.882352941;1
3;BARRA 3;37;2.882352941;1
4;BARRA 4;37;2.882352941;1
5;BARRA 5;37;2.882352941;1
6;BARRA 6;37;2.882352941;1
7;BARRA 7;37;2.882352941;1
8;BARRA 8;37;2.882352941;1
9;BARRA 9;37;2.882352941;1
10;BARRA 10;37;2.882352941;1
11;BARRA 11;37;0;1
12;BARRA 12;37;0;1
13;BARRA 13;37;2.882352941;1
14;BARRA 14;37;2.882352941;1
15;BARRA 15;37;2.882352941;1
16;BARRA 16;37;2.882352941;1
17;BARRA 17;37;0;1
18;BARRA 18;37;2.882352941;1
19;BARRA 19;37;2.882352941;1
20;BARRA 20;37;2.882352941;1
21;BARRA 21;37;0;1
22;BARRA 22;37;0;1
23;BARRA 23;37;0;1
24;BARRA 24;37;0;1
1;BARRA 1;38;2.941176471;1
2;BARRA 2;38;2.941176471;1
3;BARRA 3;38;2.941176471;1
4;BARRA 4;38;2.941176471;1
5;BARRA 5;38;2.941176471;1
6;BARRA 6;38;2.941176471;1
7;BARRA 7;38;2.941176471;1
8;BARRA 8;38;2.941176471;1
9;BARRA 9;38;2.941176471;1
10;BARRA 10;38;2.941176471;1
11;BARRA 11;38;0;1
12;BARRA 12;38;0;1
13;BARRA 13;38;2.941176471;1
14;BARRA 14;38;2.941176471;1
15;BARRA 15;38;2.941176471;1
16;BARRA 16;38;2.941176471;1
17;BARRA 17;38;0;1
18;BARRA 18;38;2.941176471;1
19;BARRA 19;38;2.941176471;1
20;BARRA 20;38;2.941176471;1
21;BARRA 21;38;0;1
22;BARRA 22;38;0;1
23;BARRA 23;38;0;1
24;BARRA 24;38;0;1
1;BARRA 1;39;3;1
2;BARRA 2;39;3;1
3;BARRA 3;39;3;1
4;BARRA 4;39;3;1
5;BARRA 5;39;3;1
6;BARRA 6;39;3;1
7;BARRA 7;39;3;1
8;BARRA 8;39;3;1
9;BARRA 9;39;3;1
10;BARRA 10;39;3;1
11;BARRA 11;39;0;1
12;BARRA 12;39;0;1
13;BARRA 13;39;3;1
14;BARRA 14;39;3;1
15;BARRA 15;39;3;1
16;BARRA 16;39;3;1
17;BARRA 17;39;0;1
18;BARRA 18;39;3;1
19;BARRA 19;39;3;1
20;BARRA 20;39;3;1
21;BARRA 21;39;0;1
22;BARRA 22;39;0;1
23;BARRA 23;39;0;1
24;BARRA 24;39;0;1
1;BARRA 1;40;3.117647059;1
2;BARRA 2;40;3.117647059;1
3;BARRA 3;40;3.117647059;1
4;BARRA 4;40;3.117647059;1
5;BARRA 5;40;3.117647059;1
6;BARRA 6;40;3.117647059;1
7;BARRA 7;40;3.117647059;1
8;BARRA 8;40;3.117647059;1
9;BARRA 9;40;3.117647059;1
10;BARRA 10;40;3.117647059;1
11;BARRA 11;40;0;1
12;BARRA 12;40;0;1
13;BARRA 13;40;3.117647059;1
14;BARRA 14;40;3.117647059;1
15;BARRA 15;40;3.117647059;1
16;BARRA 16;40;3.117647059;1
17;BARRA 17;40;0;1
18;BARRA 18;40;3.117647059;1
19;BARRA 19;40;3.117647059;1
20;BARRA 20;40;3.117647059;1
21;BARRA 21;40;0;1
22;BARRA 22;40;0;1
23;BARRA 23;40;0;1
24;BARRA 24;40;0;1
1;BARRA 1;41;3.176470588;1
2;BARRA 2;41;3.176470588;1
3;BARRA 3;41;3.176470588;1
4;BARRA 4;41;3.176470588;1
5;BARRA 5;41;3.176470588;1
6;BARRA 6;41;3.176470588;1
7;BARRA 7;41;3.176470588;1
8;BARRA 8;41;3.176470588;1
9;BARRA 9;41;3.176470588;1
10;BARRA 10;41;3.176470588;1
11;BARRA 11;41;0;1
12;BARRA 12;41;0;1
13;BARRA 13;41;3.176470588;1
14;BARRA 14;41;3.176470588;1
15;BARRA 15;41;3.176470588;1
16;BARRA 16;41;3.176470588;1
17;BARRA 17;41;0;1
18;BARRA 18;41;3.176470588;1
19;BARRA 19;41;3.176470588;1
20;BARRA 20;41;3.176470588;1
21;BARRA 21;41;0;1
22;BARRA 22;41;0;1
23;BARRA 23;41;0;1
24;BARRA 24;41;0;1
1;BARRA 1;42;3.235294118;1
2;BARRA 2;42;3.235294118;1
3;BARRA 3;42;3.235294118;1
4;BARRA 4;42;3.235294118;1
5;BARRA 5;42;3.235294118;1
6;BARRA 6;42;3.235294118;1
7;BARRA 7;42;3.235294118;1
8;BARRA 8;42;3.235294118;1
9;BARRA 9;42;3.235294118;1
10;BARRA 10;42;3.235294118;1
11;BARRA 11;42;0;1
12;BARRA 12;42;0;1
13;BARRA 13;42;3.235294118;1
14;BARRA 14;42;3.235294118;1
15;BARRA 15;42;3.235294118;1
16;BARRA 16;42;3.235294118;1
17;BARRA 17;42;0;1
18;BARRA 18;42;3.235294118;1
19;BARRA 19;42;3.235294118;1
20;BARRA 20;42;3.235294118;1
21;BARRA 21;42;0;1
22;BARRA 22;42;0;1
23;BARRA 23;42;0;1
24;BARRA 24;42;0;1
1;BARRA 1;43;3.470588235;1
2;BARRA 2;43;3.470588235;1
3;BARRA 3;43;3.470588235;1
4;BARRA 4;43;3.470588235;1
5;BARRA 5;43;3.470588235;1
6;BARRA 6;43;3.470588235;1
7;BARRA 7;43;3.470588235;1
8;BARRA 8;43;3.470588235;1
9;BARRA 9;43;3.470588235;1
10;BARRA 10;43;3.470588235;1
11;BARRA 11;43;0;1
12;BARRA 12;43;0;1
13;BARRA 13;43;3.470588235;1
14;BARRA 14;43;3.470588235;1
15;BARRA 15;43;3.470588235;1
16;BARRA 16;43;3.470588235;1
17;BARRA 17;43;0;1
18;BARRA 18;43;3.470588235;1
19;BARRA 19;43;3.470588235;1
20;BARRA 20;43;3.470588235;1
21;BARRA 21;43;0;1
22;BARRA 22;43;0;1
23;BARRA 23;43;0;1
24;BARRA 24;43;0;1
1;BARRA 1;44;3.470588235;1
2;BARRA 2;44;3.470588235;1
3;BARRA 3;44;3.470588235;1
4;BARRA 4;44;3.470588235;1
5;BARRA 5;44;3.470588235;1
6;BARRA 6;44;3.470588235;1
7;BARRA 7;44;3.470588235;1
8;BARRA 8;44;3.470588235;1
9;BARRA 9;44;3.470588235;1
10;BARRA 10;44;3.470588235;1
11;BARRA 11;44;0;1
12;BARRA 12;44;0;1
13;BARRA 13;44;3.470588235;1
14;BARRA 14;44;3.470588235;1
15;BARRA 15;44;3.470588235;1
16;BARRA 16;44;3.470588235;1
17;BARRA 17;44;0;1
18;BARRA 18;44;3.470588235;1
19;BARRA 19;44;3.470588235;1
20;BARRA 20;44;3.470588235;1
21;BARRA 21;44;0;1
22;BARRA 22;44;0;1
23;BARRA 23;44;0;1
24;BARRA 24;44;0;1
1;BARRA 1;45;3.411764706;1
2;BARRA 2;45;3.411764706;1
3;BARRA 3;45;3.411764706;1
4;BARRA 4;45;3.411764706;1
5;BARRA 5;45;3.411764706;1
6;BARRA 6;45;3.411764706;1
7;BARRA 7;45;3.411764706;1
8;BARRA 8;45;3.411764706;1
9;BARRA 9;45;3.411764706;1
10;BARRA 10;45;3.411764706;1
11;BARRA 11;45;0;1
12;BARRA 12;45;0;1
13;BARRA 13;45;3.411764706;1
14;BARRA 14;45;3.411764706;1
15;BARRA 15;45;3.411764706;1
16;BARRA 16;45;3.411764706;1
17;BARRA 17;45;0;1
18;BARRA 18;45;3.411764706;1
19;BARRA 19;45;3.411764706;1
20;BARRA 20;45;3.411764706;1
21;BARRA 21;45;0;1
22;BARRA 22;45;0;1
23;BARRA 23;45;0;1
24;BARRA 24;45;0;1
1;BARRA 1;46;3.294117647;1
2;BARRA 2;46;3.294117647;1
3;BARRA 3;46;3.294117647;1
4;BARRA 4;46;3.294117647;1
5;BARRA 5;46;3.294117647;1
6;BARRA 6;46;3.294117647;1
7;BARRA 7;46;3.294117647;1
8;BARRA 8;46;3.294117647;1
9;BARRA 9;46;3.294117647;1
10;BARRA 10;46;3.294117647;1
11;BARRA 11;46;0;1
12;BARRA 12;46;0;1
13;BARRA 13;46;3.294117647;1
14;BARRA 14;46;3.294117647;1
15;BARRA 15;46;3.294117647;1
16;BARRA 16;46;3.294117647;1
17;BARRA 17;46;0;1
18;BARRA 18;46;3.294117647;1
19;BARRA 19;46;3.294117647;1
20;BARRA 20;46;3.294117647;1
21;BARRA 21;46;0;1
22;BARRA 22;46;0;1
23;BARRA 23;46;0;1
24;BARRA 24;46;0;1
1;BARRA 1;47;3.117647059;1
2;BARRA 2;47;3.117647059;1
3;BARRA 3;47;3.117647059;1
4;BARRA 4;47;3.117647059;1
5;BARRA 5;47;3.117647059;1
6;BARRA 6;47;3.117647059;1
7;BARRA 7;47;3.117647059;1
8;BARRA 8;47;3.117647059;1
9;BARRA 9;47;3.117647059;1
10;BARRA 10;47;3.117647059;1
11;BARRA 11;47;0;1
12;BARRA 12;47;0;1
13;BARRA 13;47;3.117647059;1
14;BARRA 14;47;3.117647059;1
15;BARRA 15;47;3.117647059;1
16;BARRA 16;47;3.117647059;1
17;BARRA 17;47;0;1
18;BARRA 18;47;3.117647059;1
19;BARRA 19;47;3.117647059;1
20;BARRA 20;47;3.117647059;1
21;BARRA 21;47;0;1
22;BARRA 22;47;0;1
23;BARRA 23;47;0;1
24;BARRA 24;47;0;1
1;BARRA 1;48;2.882352941;1
2;BARRA 2;48;2.882352941;1
3;BARRA 3;48;2.882352941;1
4;BARRA 4;48;2.882352941;1
5;BARRA 5;48;2.882352941;1
6;BARRA 6;48;2.882352941;1
7;BARRA 7;48;2.882352941;1
8;BARRA 8;48;2.882352941;1
9;BARRA 9;48;2.882352941;1
10;BARRA 10;48;2.882352941;1
11;BARRA 11;48;0;1
12;BARRA 12;48;0;1
13;BARRA 13;48;2.882352941;1
14;BARRA 14;48;2.882352941;1
15;BARRA 15;48;2.882352941;1
16;BARRA 16;48;2.882352941;1
17;BARRA 17;48;0;1
18;BARRA 18;48;2.882352941;1
19;BARRA 19;48;2.882352941;1
20;BARRA 20;48;2.882352941;1
21;BARRA 21;48;0;1
22;BARRA 22;48;0;1
23;BARRA 23;48;0;1
24;BARRA 24;48;0;1
1;BARRA 1;49;2.764705882;1
2;BARRA 2;49;2.764705882;1
3;BARRA 3;49;2.764705882;1
4;BARRA 4;49;2.764705882;1
5;BARRA 5;49;2.764705882;1
6;BARRA 6;49;2.764705882;1
7;BARRA 7;49;2.764705882;1
8;BARRA 8;49;2.764705882;1
9;BARRA 9;49;2.764705882;1
10;BARRA 10;49;2.764705882;1
11;BARRA 11;49;0;1
12;BARRA 12;49;0;1
13;BARRA 13;49;2.764705882;1
14;BARRA 14;49;2.764705882;1
15;BARRA 15;49;2.764705882;1
16;BARRA 16;49;2.764705882;1
17;BARRA 17;49;0;1
18;BARRA 18;49;2.764705882;1
19;BARRA 19;49;2.764705882;1
20;BARRA 20;49;2.764705882;1
21;BARRA 21;49;0;1
22;BARRA 22;49;0;1
23;BARRA 23;49;0;1
24;BARRA 24;49;0;1
1;BARRA 1;50;2.588235294;1
2;BARRA 2;50;2.588235294;1
3;BARRA 3;50;2.588235294;1
4;BARRA 4;50;2.588235294;1
5;BARRA 5;50;2.588235294;1
6;BARRA 6;50;2.588235294;1
7;BARRA 7;50;2.588235294;1
8;BARRA 8;50;2.588235294;1
9;BARRA 9;50;2.588235294;1
10;BARRA 10;50;2.588235294;1
11;BARRA 11;50;0;1
12;BARRA 12;50;0;1
13;BARRA 13;50;2.588235294;1
14;BARRA 14;50;2.588235294;1
15;BARRA 15;50;2.588235294;1
16;BARRA 16;50;2.588235294;1
17;BARRA 17;50;0;1
18;BARRA 18;50;2.588235294;1
19;BARRA 19;50;2.588235294;1
20;BARRA 20;50;2.588235294;1
21;BARRA 21;50;0;1
22;BARRA 22;50;0;1
23;BARRA 23;50;0;1
24;BARRA 24;50;0;1
1;BARRA 1;51;2.529411765;1
2;BARRA 2;51;2.529411765;1
3;BARRA 3;51;2.529411765;1
4;BARRA 4;51;2.529411765;1
5;BARRA 5;51;2.529411765;1
6;BARRA 6;51;2.529411765;1
7;BARRA 7;51;2.529411765;1
8;BARRA 8;51;2.529411765;1
9;BARRA 9;51;2.529411765;1
10;BARRA 10;51;2.529411765;1
11;BARRA 11;51;0;1
12;BARRA 12;51;0;1
13;BARRA 13;51;2.529411765;1
14;BARRA 14;51;2.529411765;1
15;BARRA 15;51;2.529411765;1
16;BARRA 16;51;2.529411765;1
17;BARRA 17;51;0;1
18;BARRA 18;51;2.529411765;1
19;BARRA 19;51;2.529411765;1
20;BARRA 20;51;2.529411765;1
21;BARRA 21;51;0;1
22;BARRA 22;51;0;1
23;BARRA 23;51;0;1
24;BARRA 24;51;0;1
1;BARRA 1;52;2.470588235;1
2;BARRA 2;52;2.470588235;1
3;BARRA 3;52;2.470588235;1
4;BARRA 4;52;2.470588235;1
5;BARRA 5;52;2.470588235;1
6;BARRA 6;52;2.470588235;1
7;BARRA 7;52;2.470588235;1
8;BARRA 8;52;2.470588235;1
9;BARRA 9;52;2.470588235;1
10;BARRA 10;52;2.470588235;1
11;BARRA 11;52;0;1
12;BARRA 12;52;0;1
13;BARRA 13;52;2.470588235;1
14;BARRA 14;52;2.470588235;1
15;BARRA 15;52;2.470588235;1
16;BARRA 16;52;2.470588235;1
17;BARRA 17;52;0;1
18;BARRA 18;52;2.470588235;1
19;BARRA 19;52;2.470588235;1
20;BARRA 20;52;2.470588235;1
21;BARRA 21;52;0;1
22;BARRA 22;52;0;1
23;BARRA 23;52;0;1
24;BARRA 24;52;0;1
1;BARRA 1;53;2.529411765;1
2;BARRA 2;53;2.529411765;1
3;BARRA 3;53;2.529411765;1
4;BARRA 4;53;2.529411765;1
5;BARRA 5;53;2.529411765;1
6;BARRA 6;53;2.529411765;1
7;BARRA 7;53;2.529411765;1
8;BARRA 8;53;2.529411765;1
9;BARRA 9;53;2.529411765;1
10;BARRA 10;53;2.529411765;1
11;BARRA 11;53;0;1
12;BARRA 12;53;0;1
13;BARRA 13;53;2.529411765;1
14;BARRA 14;53;2.529411765;1
15;BARRA 15;53;2.529411765;1
16;BARRA 16;53;2.529411765;1
17;BARRA 17;53;0;1
18;BARRA 18;53;2.529411765;1
19;BARRA 19;53;2.529411765;1
20;BARRA 20;53;2.529411765;1
21;BARRA 21;53;0;1
22;BARRA 22;53;0;1
23;BARRA 23;53;0;1
24;BARRA 24;53;0;1
1;BARRA 1;54;2.647058824;1
2;BARRA 2;54;2.647058824;1
3;BARRA 3;54;2.647058824;1
4;BARRA 4;54;2.647058824;1
5;BARRA 5;54;2.647058824;1
6;BARRA 6;54;2.647058824;1
7;BARRA 7;54;2.647058824;1
8;BARRA 8;54;2.647058824;1
9;BARRA 9;54;2.647058824;1
10;BARRA 10;54;2.647058824;1
11;BARRA 11;54;0;1
12;BARRA 12;54;0;1
13;BARRA 13;54;2.647058824;1
14;BARRA 14;54;2.647058824;1
15;BARRA 15;54;2.647058824;1
16;BARRA 16;54;2.647058824;1
17;BARRA 17;54;0;1
18;BARRA 18;54;2.647058824;1
19;BARRA 19;54;2.647058824;1
20;BARRA 20;54;2.647058824;1
21;BARRA 21;54;0;1
22;BARRA 22;54;0;1
23;BARRA 23;54;0;1
24;BARRA 24;54;0;1
1;BARRA 1;55;2.764705882;1
2;BARRA 2;55;2.764705882;1
3;BARRA 3;55;2.764705882;1
4;BARRA 4;55;2.764705882;1
5;BARRA 5;55;2.764705882;1
6;BARRA 6;55;2.764705882;1
7;BARRA 7;55;2.764705882;1
8;BARRA 8;55;2.764705882;1
9;BARRA 9;55;2.764705882;1
10;BARRA 10;55;2.764705882;1
11;BARRA 11;55;0;1
12;BARRA 12;55;0;1
13;BARRA 13;55;2.764705882;1
14;BARRA 14;55;2.764705882;1
15;BARRA 15;55;2.764705882;1
16;BARRA 16;55;2.764705882;1
17;BARRA 17;55;0;1
18;BARRA 18;55;2.764705882;1
19;BARRA 19;55;2.764705882;1
20;BARRA 20;55;2.764705882;1
21;BARRA 21;55;0;1
22;BARRA 22;55;0;1
23;BARRA 23;55;0;1
24;BARRA 24;55;0;1
1;BARRA 1;56;2.882352941;1
2;BARRA 2;56;2.882352941;1
3;BARRA 3;56;2.882352941;1
4;BARRA 4;56;2.882352941;1
5;BARRA 5;56;2.882352941;1
6;BARRA 6;56;2.882352941;1
7;BARRA 7;56;2.882352941;1
8;BARRA 8;56;2.882352941;1
9;BARRA 9;56;2.882352941;1
10;BARRA 10;56;2.882352941;1
11;BARRA 11;56;0;1
12;BARRA 12;56;0;1
13;BARRA 13;56;2.882352941;1
14;BARRA 14;56;2.882352941;1
15;BARRA 15;56;2.882352941;1
16;BARRA 16;56;2.882352941;1
17;BARRA 17;56;0;1
18;BARRA 18;56;2.882352941;1
19;BARRA 19;56;2.882352941;1
20;BARRA 20;56;2.882352941;1
21;BARRA 21;56;0;1
22;BARRA 22;56;0;1
23;BARRA 23;56;0;1
24;BARRA 24;56;0;1
1;BARRA 1;57;2.941176471;1
2;BARRA 2;57;2.941176471;1
3;BARRA 3;57;2.941176471;1
4;BARRA 4;57;2.941176471;1
5;BARRA 5;57;2.941176471;1
6;BARRA 6;57;2.941176471;1
7;BARRA 7;57;2.941176471;1
8;BARRA 8;57;2.941176471;1
9;BARRA 9;57;2.941176471;1
10;BARRA 10;57;2.941176471;1
11;BARRA 11;57;0;1
12;BARRA 12;57;0;1
13;BARRA 13;57;2.941176471;1
14;BARRA 14;57;2.941176471;1
15;BARRA 15;57;2.941176471;1
16;BARRA 16;57;2.941176471;1
17;BARRA 17;57;0;1
18;BARRA 18;57;2.941176471;1
19;BARRA 19;57;2.941176471;1
20;BARRA 20;57;2.941176471;1
21;BARRA 21;57;0;1
22;BARRA 22;57;0;1
23;BARRA 23;57;0;1
24;BARRA 24;57;0;1
1;BARRA 1;58;2.941176471;1
2;BARRA 2;58;2.941176471;1
3;BARRA 3;58;2.941176471;1
4;BARRA 4;58;2.941176471;1
5;BARRA 5;58;2.941176471;1
6;BARRA 6;58;2.941176471;1
7;BARRA 7;58;2.941176471;1
8;BARRA 8;58;2.941176471;1
9;BARRA 9;58;2.941176471;1
10;BARRA 10;58;2.941176471;1
11;BARRA 11;58;0;1
12;BARRA 12;58;0;1
13;BARRA 13;58;2.941176471;1
14;BARRA 14;58;2.941176471;1
15;BARRA 15;58;2.941176471;1
16;BARRA 16;58;2.941176471;1
17;BARRA 17;58;0;1
18;BARRA 18;58;2.941176471;1
19;BARRA 19;58;2.941176471;1
20;BARRA 20;58;2.941176471;1
21;BARRA 21;58;0;1
22;BARRA 22;58;0;1
23;BARRA 23;58;0;1
24;BARRA 24;58;0;1
1;BARRA 1;59;2.941176471;1
2;BARRA 2;59;2.941176471;1
3;BARRA 3;59;2.941176471;1
4;BARRA 4;59;2.941176471;1
5;BARRA 5;59;2.941176471;1
6;BARRA 6;59;2.941176471;1
7;BARRA 7;59;2.941176471;1
8;BARRA 8;59;2.941176471;1
9;BARRA 9;59;2.941176471;1
10;BARRA 10;59;2.941176471;1
11;BARRA 11;59;0;1
12;BARRA 12;59;0;1
13;BARRA 13;59;2.941176471;1
14;BARRA 14;59;2.941176471;1
15;BARRA 15;59;2.941176471;1
16;BARRA 16;59;2.941176471;1
17;BARRA 17;59;0;1
18;BARRA 18;59;2.941176471;1
19;BARRA 19;59;2.941176471;1
20;BARRA 20;59;2.941176471;1
21;BARRA 21;59;0;1
22;BARRA 22;59;0;1
23;BARRA 23;59;0;1
24;BARRA 24;59;0;1
1;BARRA 1;60;2.941176471;1
2;BARRA 2;60;2.941176471;1
3;BARRA 3;60;2.941176471;1
4;BARRA 4;60;2.941176471;1
5;BARRA 5;60;2.941176471;1
6;BARRA 6;60;2.941176471;1
7;BARRA 7;60;2.941176471;1
8;BARRA 8;60;2.941176471;1
9;BARRA 9;60;2.941176471;1
10;BARRA 10;60;2.941176471;1
11;BARRA 11;60;0;1
12;BARRA 12;60;0;1
13;BARRA 13;60;2.941176471;1
14;BARRA 14;60;2.941176471;1
15;BARRA 15;60;2.941176471;1
16;BARRA 16;60;2.941176471;1
17;BARRA 17;60;0;1
18;BARRA 18;60;2.941176471;1
19;BARRA 19;60;2.941176471;1
20;BARRA 20;60;2.941176471;1
21;BARRA 21;60;0;1
22;BARRA 22;60;0;1
23;BARRA 23;60;0;1
24;BARRA 24;60;0;1
1;BARRA 1;61;2.882352941;1
2;BARRA 2;61;2.882352941;1
3;BARRA 3;61;2.882352941;1
4;BARRA 4;61;2.882352941;1
5;BARRA 5;61;2.882352941;1
6;BARRA 6;61;2.882352941;1
7;BARRA 7;61;2.882352941;1
8;BARRA 8;61;2.882352941;1
9;BARRA 9;61;2.882352941;1
10;BARRA 10;61;2.882352941;1
11;BARRA 11;61;0;1
12;BARRA 12;61;0;1
13;BARRA 13;61;2.882352941;1
14;BARRA 14;61;2.882352941;1
15;BARRA 15;61;2.882352941;1
16;BARRA 16;61;2.882352941;1
17;BARRA 17;61;0;1
18;BARRA 18;61;2.882352941;1
19;BARRA 19;61;2.882352941;1
20;BARRA 20;61;2.882352941;1
21;BARRA 21;61;0;1
22;BARRA 22;61;0;1
23;BARRA 23;61;0;1
24;BARRA 24;61;0;1
1;BARRA 1;62;2.941176471;1
2;BARRA 2;62;2.941176471;1
3;BARRA 3;62;2.941176471;1
4;BARRA 4;62;2.941176471;1
5;BARRA 5;62;2.941176471;1
6;BARRA 6;62;2.941176471;1
7;BARRA 7;62;2.941176471;1
8;BARRA 8;62;2.941176471;1
9;BARRA 9;62;2.941176471;1
10;BARRA 10;62;2.941176471;1
11;BARRA 11;62;0;1
12;BARRA 12;62;0;1
13;BARRA 13;62;2.941176471;1
14;BARRA 14;62;2.941176471;1
15;BARRA 15;62;2.941176471;1
16;BARRA 16;62;2.941176471;1
17;BARRA 17;62;0;1
18;BARRA 18;62;2.941176471;1
19;BARRA 19;62;2.941176471;1
20;BARRA 20;62;2.941176471;1
21;BARRA 21;62;0;1
22;BARRA 22;62;0;1
23;BARRA 23;62;0;1
24;BARRA 24;62;0;1
1;BARRA 1;63;3;1
2;BARRA 2;63;3;1
3;BARRA 3;63;3;1
4;BARRA 4;63;3;1
5;BARRA 5;63;3;1
6;BARRA 6;63;3;1
7;BARRA 7;63;3;1
8;BARRA 8;63;3;1
9;BARRA 9;63;3;1
10;BARRA 10;63;3;1
11;BARRA 11;63;0;1
12;BARRA 12;63;0;1
13;BARRA 13;63;3;1
14;BARRA 14;63;3;1
15;BARRA 15;63;3;1
16;BARRA 16;63;3;1
17;BARRA 17;63;0;1
18;BARRA 18;63;3;1
19;BARRA 19;63;3;1
20;BARRA 20;63;3;1
21;BARRA 21;63;0;1
22;BARRA 22;63;0;1
23;BARRA 23;63;0;1
24;BARRA 24;63;0;1
1;BARRA 1;64;3.117647059;1
2;BARRA 2;64;3.117647059;1
3;BARRA 3;64;3.117647059;1
4;BARRA 4;64;3.117647059;1
5;BARRA 5;64;3.117647059;1
6;BARRA 6;64;3.117647059;1
7;BARRA 7;64;3.117647059;1
8;BARRA 8;64;3.117647059;1
9;BARRA 9;64;3.117647059;1
10;BARRA 10;64;3.117647059;1
11;BARRA 11;64;0;1
12;BARRA 12;64;0;1
13;BARRA 13;64;3.117647059;1
14;BARRA 14;64;3.117647059;1
15;BARRA 15;64;3.117647059;1
16;BARRA 16;64;3.117647059;1
17;BARRA 17;64;0;1
18;BARRA 18;64;3.117647059;1
19;BARRA 19;64;3.117647059;1
20;BARRA 20;64;3.117647059;1
21;BARRA 21;64;0;1
22;BARRA 22;64;0;1
23;BARRA 23;64;0;1
24;BARRA 24;64;0;1
1;BARRA 1;65;3.176470588;1
2;BARRA 2;65;3.176470588;1
3;BARRA 3;65;3.176470588;1
4;BARRA 4;65;3.176470588;1
5;BARRA 5;65;3.176470588;1
6;BARRA 6;65;3.176470588;1
7;BARRA 7;65;3.176470588;1
8;BARRA 8;65;3.176470588;1
9;BARRA 9;65;3.176470588;1
10;BARRA 10;65;3.176470588;1
11;BARRA 11;65;0;1
12;BARRA 12;65;0;1
13;BARRA 13;65;3.176470588;1
14;BARRA 14;65;3.176470588;1
15;BARRA 15;65;3.176470588;1
16;BARRA 16;65;3.176470588;1
17;BARRA 17;65;0;1
18;BARRA 18;65;3.176470588;1
19;BARRA 19;65;3.176470588;1
20;BARRA 20;65;3.176470588;1
21;BARRA 21;65;0;1
22;BARRA 22;65;0;1
23;BARRA 23;65;0;1
24;BARRA 24;65;0;1
1;BARRA 1;66;3.235294118;1
2;BARRA 2;66;3.235294118;1
3;BARRA 3;66;3.235294118;1
4;BARRA 4;66;3.235294118;1
5;BARRA 5;66;3.235294118;1
6;BARRA 6;66;3.235294118;1
7;BARRA 7;66;3.235294118;1
8;BARRA 8;66;3.235294118;1
9;BARRA 9;66;3.235294118;1
10;BARRA 10;66;3.235294118;1
11;BARRA 11;66;0;1
12;BARRA 12;66;0;1
13;BARRA 13;66;3.235294118;1
14;BARRA 14;66;3.235294118;1
15;BARRA 15;66;3.235294118;1
16;BARRA 16;66;3.235294118;1
17;BARRA 17;66;0;1
